#functions
throttle,flap,elevator,num_servo_channels,loop_period_us,chan,servo_min,servo_trim,servo_max,servo_reversed
70,2,19,32,2500,4,1100,1500,1900,0
#slew
step,rate,demand,peek_thr,after_thr,peek_flap,after_flap,peek_elev,after_elev
47,1114636288,1119092736,1092196761,1092196761,1119092736,1119092736,1119092736,1119092736
48,1114636288,1119092736,1093455052,1093455052,1119092736,1119092736,1119092736,1119092736
49,1114636288,1119092736,1094713343,1094713343,1119092736,1119092736,1119092736,1119092736
50,1114636288,1119092736,1095971634,1095971634,1119092736,1119092736,1119092736,1119092736
51,1114636288,1119092736,1097229925,1097229925,1119092736,1119092736,1119092736,1119092736
52,1114636288,1119092736,1098488216,1098488216,1119092736,1119092736,1119092736,1119092736
53,1114636288,1119092736,1099327078,1099327078,1119092736,1119092736,1119092736,1119092736
54,1114636288,1119092736,1099956224,1099956224,1119092736,1119092736,1119092736,1119092736
55,1114636288,1119092736,1100585370,1100585370,1119092736,1119092736,1119092736,1119092736
56,1114636288,1119092736,1101214516,1101214516,1119092736,1119092736,1119092736,1119092736
57,1114636288,1119092736,1101843662,1101843662,1119092736,1119092736,1119092736,1119092736
58,1114636288,1119092736,1102472808,1102472808,1119092736,1119092736,1119092736,1119092736
59,1114636288,1119092736,1103101954,1103101954,1119092736,1119092736,1119092736,1119092736
60,1114636288,1119092736,1103731100,1103731100,1119092736,1119092736,1119092736,1119092736
61,1114636288,1119092736,1104360246,1104360246,1119092736,1119092736,1119092736,1119092736
62,1114636288,1119092736,1104989392,1104989392,1119092736,1119092736,1119092736,1119092736
63,1114636288,1119092736,1105618538,1105618538,1119092736,1119092736,1119092736,1119092736
64,1114636288,1119092736,1106247684,1106247684,1119092736,1119092736,1119092736,1119092736
65,1114636288,1119092736,1106876830,1106876830,1119092736,1119092736,1119092736,1119092736
66,1114636288,1119092736,1107401116,1107401116,1119092736,1119092736,1119092736,1119092736
67,1114636288,1119092736,1107715689,1107715689,1119092736,1119092736,1119092736,1119092736
68,1114636288,1119092736,1108030262,1108030262,1119092736,1119092736,1119092736,1119092736
69,1114636288,1119092736,1108344835,1108344835,1119092736,1119092736,1119092736,1119092736
70,1114636288,1119092736,1108659408,1108659408,1119092736,1119092736,1119092736,1119092736
71,1114636288,1119092736,1108973981,1108973981,1119092736,1119092736,1119092736,1119092736
72,1114636288,1119092736,1109288554,1109288554,1119092736,1119092736,1119092736,1119092736
73,1114636288,1119092736,1109603127,1109603127,1119092736,1119092736,1119092736,1119092736
74,1114636288,1119092736,1109917700,1109917700,1119092736,1119092736,1119092736,1119092736
75,1114636288,1119092736,1110232273,1110232273,1119092736,1119092736,1119092736,1119092736
76,1114636288,1119092736,1110546846,1110546846,1119092736,1119092736,1119092736,1119092736
77,1114636288,1119092736,1110861419,1110861419,1119092736,1119092736,1119092736,1119092736
78,1114636288,1119092736,1111175992,1111175992,1119092736,1119092736,1119092736,1119092736
79,1114636288,1119092736,1111490565,1111490565,1119092736,1119092736,1119092736,1119092736
80,1114636288,1119092736,1111805138,1111805138,1119092736,1119092736,1119092736,1119092736
81,1114636288,1119092736,1112119711,1112119711,1119092736,1119092736,1119092736,1119092736
82,1114636288,1119092736,1112434284,1112434284,1119092736,1119092736,1119092736,1119092736
83,1114636288,1119092736,1112748857,1112748857,1119092736,1119092736,1119092736,1119092736
84,1114636288,1119092736,1113063430,1113063430,1119092736,1119092736,1119092736,1119092736
85,1114636288,1119092736,1113378003,1113378003,1119092736,1119092736,1119092736,1119092736
86,1114636288,1119092736,1113692576,1113692576,1119092736,1119092736,1119092736,1119092736
87,1114636288,1119092736,1114007149,1114007149,1119092736,1119092736,1119092736,1119092736
88,1114636288,1119092736,1114321722,1114321722,1119092736,1119092736,1119092736,1119092736
89,1114636288,1119092736,1114636295,1114636295,1119092736,1119092736,1119092736,1119092736
90,1114636288,1119092736,1114950868,1114950868,1119092736,1119092736,1119092736,1119092736
91,1114636288,1119092736,1115265441,1115265441,1119092736,1119092736,1119092736,1119092736
92,1114636288,1119092736,1115580014,1115580014,1119092736,1119092736,1119092736,1119092736
93,1114636288,1119092736,1115789725,1115789725,1119092736,1119092736,1119092736,1119092736
94,1114636288,1119092736,1115947011,1115947011,1119092736,1119092736,1119092736,1119092736
95,1114636288,1119092736,1116104297,1116104297,1119092736,1119092736,1119092736,1119092736
96,1114636288,1119092736,1116261583,1116261583,1119092736,1119092736,1119092736,1119092736
97,1114636288,1119092736,1116418869,1116418869,1119092736,1119092736,1119092736,1119092736
98,1114636288,1119092736,1116576155,1116576155,1119092736,1119092736,1119092736,1119092736
99,1114636288,1119092736,1116733441,1116733441,1119092736,1119092736,1119092736,1119092736
100,1114636288,1119092736,1116890727,1116890727,1119092736,1119092736,1119092736,1119092736
101,1114636288,1119092736,1117048013,1117048013,1119092736,1119092736,1119092736,1119092736
102,1114636288,1119092736,1117205299,1117205299,1119092736,1119092736,1119092736,1119092736
103,1114636288,1119092736,1117362585,1117362585,1119092736,1119092736,1119092736,1119092736
104,1114636288,1119092736,1117519871,1117519871,1119092736,1119092736,1119092736,1119092736
105,1114636288,1119092736,1117677157,1117677157,1119092736,1119092736,1119092736,1119092736
106,1114636288,1119092736,1117834443,1117834443,1119092736,1119092736,1119092736,1119092736
107,1114636288,1119092736,1117991729,1117991729,1119092736,1119092736,1119092736,1119092736
108,1114636288,1119092736,1118149015,1118149015,1119092736,1119092736,1119092736,1119092736
109,1114636288,1119092736,1118306301,1118306301,1119092736,1119092736,1119092736,1119092736
110,1114636288,1119092736,1118463587,1118463587,1119092736,1119092736,1119092736,1119092736
111,1114636288,1119092736,1118620873,1118620873,1119092736,1119092736,1119092736,1119092736
112,1114636288,1119092736,1118778159,1118778159,1119092736,1119092736,1119092736,1119092736
113,1114636288,1119092736,1118935445,1118935445,1119092736,1119092736,1119092736,1119092736
114,1114636288,1119092736,1119092731,1119092731,1119092736,1119092736,1119092736,1119092736
115,1114636288,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736
116,1114636288,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736
117,1114636288,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736
118,1114636288,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736
119,1114636288,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736,1119092736
120,1114636288,3263954944,1118935450,1118935450,3263954944,3263954944,3263954944,3263954944
121,1114636288,3263954944,1118778164,1118778164,3263954944,3263954944,3263954944,3263954944
122,1114636288,3263954944,1118620878,1118620878,3263954944,3263954944,3263954944,3263954944
123,1114636288,3263954944,1118463592,1118463592,3263954944,3263954944,3263954944,3263954944
124,1114636288,3263954944,1118306306,1118306306,3263954944,3263954944,3263954944,3263954944
125,1114636288,3263954944,1118149020,1118149020,3263954944,3263954944,3263954944,3263954944
126,1114636288,3263954944,1117991734,1117991734,3263954944,3263954944,3263954944,3263954944
127,1114636288,3263954944,1117834448,1117834448,3263954944,3263954944,3263954944,3263954944
128,1114636288,3263954944,1117677162,1117677162,3263954944,3263954944,3263954944,3263954944
129,1114636288,3263954944,1117519876,1117519876,3263954944,3263954944,3263954944,3263954944
130,1114636288,3263954944,1117362590,1117362590,3263954944,3263954944,3263954944,3263954944
131,1114636288,3263954944,1117205304,1117205304,3263954944,3263954944,3263954944,3263954944
132,1114636288,3263954944,1117048018,1117048018,3263954944,3263954944,3263954944,3263954944
133,1114636288,3263954944,1116890732,1116890732,3263954944,3263954944,3263954944,3263954944
134,1114636288,3263954944,1116733446,1116733446,3263954944,3263954944,3263954944,3263954944
135,1114636288,3263954944,1116576160,1116576160,3263954944,3263954944,3263954944,3263954944
136,1114636288,3263954944,1116418874,1116418874,3263954944,3263954944,3263954944,3263954944
137,1114636288,3263954944,1116261588,1116261588,3263954944,3263954944,3263954944,3263954944
138,1114636288,3263954944,1116104302,1116104302,3263954944,3263954944,3263954944,3263954944
139,1114636288,3263954944,1115947016,1115947016,3263954944,3263954944,3263954944,3263954944
140,1114636288,3263954944,1115789730,1115789730,3263954944,3263954944,3263954944,3263954944
141,1114636288,3263954944,1115580023,1115580023,3263954944,3263954944,3263954944,3263954944
142,1114636288,3263954944,1115265450,1115265450,3263954944,3263954944,3263954944,3263954944
143,1114636288,3263954944,1114950877,1114950877,3263954944,3263954944,3263954944,3263954944
144,1114636288,3263954944,1114636304,1114636304,3263954944,3263954944,3263954944,3263954944
145,1114636288,3263954944,1114321731,1114321731,3263954944,3263954944,3263954944,3263954944
146,1114636288,3263954944,1114007158,1114007158,3263954944,3263954944,3263954944,3263954944
147,1114636288,3263954944,1113692585,1113692585,3263954944,3263954944,3263954944,3263954944
148,1114636288,3263954944,1113378012,1113378012,3263954944,3263954944,3263954944,3263954944
149,1114636288,3263954944,1113063439,1113063439,3263954944,3263954944,3263954944,3263954944
150,1090519040,3263954944,1113021496,1113021496,3263954944,3263954944,3263954944,3263954944
151,1090519040,3263954944,1112979553,1112979553,3263954944,3263954944,3263954944,3263954944
152,1090519040,3263954944,1112937610,1112937610,3263954944,3263954944,3263954944,3263954944
153,1090519040,3263954944,1112895667,1112895667,3263954944,3263954944,3263954944,3263954944
154,1090519040,3263954944,1112853724,1112853724,3263954944,3263954944,3263954944,3263954944
155,1090519040,3263954944,1112811781,1112811781,3263954944,3263954944,3263954944,3263954944
156,1090519040,3263954944,1112769838,1112769838,3263954944,3263954944,3263954944,3263954944
157,1090519040,3263954944,1112727895,1112727895,3263954944,3263954944,3263954944,3263954944
158,1090519040,3263954944,1112685952,1112685952,3263954944,3263954944,3263954944,3263954944
159,1090519040,3263954944,1112644009,1112644009,3263954944,3263954944,3263954944,3263954944
160,1090519040,3263954944,1112602066,1112602066,3263954944,3263954944,3263954944,3263954944
161,1090519040,3263954944,1112560123,1112560123,3263954944,3263954944,3263954944,3263954944
162,1090519040,3263954944,1112518180,1112518180,3263954944,3263954944,3263954944,3263954944
163,1090519040,3263954944,1112476237,1112476237,3263954944,3263954944,3263954944,3263954944
164,1090519040,3263954944,1112434294,1112434294,3263954944,3263954944,3263954944,3263954944
165,1090519040,3263954944,1112392351,1112392351,3263954944,3263954944,3263954944,3263954944
166,1090519040,3263954944,1112350408,1112350408,3263954944,3263954944,3263954944,3263954944
167,1090519040,3263954944,1112308465,1112308465,3263954944,3263954944,3263954944,3263954944
168,1090519040,3263954944,1112266522,1112266522,3263954944,3263954944,3263954944,3263954944
169,1090519040,3263954944,1112224579,1112224579,3263954944,3263954944,3263954944,3263954944
170,1090519040,3263954944,1112182636,1112182636,3263954944,3263954944,3263954944,3263954944
171,1090519040,3263954944,1112140693,1112140693,3263954944,3263954944,3263954944,3263954944
172,1090519040,3263954944,1112098750,1112098750,3263954944,3263954944,3263954944,3263954944
173,1090519040,3263954944,1112056807,1112056807,3263954944,3263954944,3263954944,3263954944
174,1090519040,3263954944,1112014864,1112014864,3263954944,3263954944,3263954944,3263954944
175,1090519040,3263954944,1111972921,1111972921,3263954944,3263954944,3263954944,3263954944
176,1090519040,3263954944,1111930978,1111930978,3263954944,3263954944,3263954944,3263954944
177,1090519040,3263954944,1111889035,1111889035,3263954944,3263954944,3263954944,3263954944
178,1090519040,3263954944,1111847092,1111847092,3263954944,3263954944,3263954944,3263954944
179,1090519040,3263954944,1111805149,1111805149,3263954944,3263954944,3263954944,3263954944
180,1090519040,3263954944,1111763206,1111763206,3263954944,3263954944,3263954944,3263954944
181,1090519040,3263954944,1111721263,1111721263,3263954944,3263954944,3263954944,3263954944
182,1090519040,3263954944,1111679320,1111679320,3263954944,3263954944,3263954944,3263954944
183,1090519040,3263954944,1111637377,1111637377,3263954944,3263954944,3263954944,3263954944
184,1090519040,3263954944,1111595434,1111595434,3263954944,3263954944,3263954944,3263954944
185,1090519040,3263954944,1111553491,1111553491,3263954944,3263954944,3263954944,3263954944
186,1090519040,3263954944,1111511548,1111511548,3263954944,3263954944,3263954944,3263954944
187,1090519040,3263954944,1111469605,1111469605,3263954944,3263954944,3263954944,3263954944
188,1090519040,3263954944,1111427662,1111427662,3263954944,3263954944,3263954944,3263954944
189,1090519040,3263954944,1111385719,1111385719,3263954944,3263954944,3263954944,3263954944
190,1090519040,3263954944,1111343776,1111343776,3263954944,3263954944,3263954944,3263954944
191,1090519040,3263954944,1111301833,1111301833,3263954944,3263954944,3263954944,3263954944
192,1090519040,3263954944,1111259890,1111259890,3263954944,3263954944,3263954944,3263954944
193,1090519040,3263954944,1111217947,1111217947,3263954944,3263954944,3263954944,3263954944
194,1090519040,3263954944,1111176004,1111176004,3263954944,3263954944,3263954944,3263954944
195,1090519040,3263954944,1111134061,1111134061,3263954944,3263954944,3263954944,3263954944
196,1090519040,3263954944,1111092118,1111092118,3263954944,3263954944,3263954944,3263954944
197,1090519040,3263954944,1111050175,1111050175,3263954944,3263954944,3263954944,3263954944
198,1090519040,3263954944,1111008232,1111008232,3263954944,3263954944,3263954944,3263954944
199,1090519040,3263954944,1110966289,1110966289,3263954944,3263954944,3263954944,3263954944
200,1090519040,1101004800,1110924346,1110924346,1101004800,1101004800,1101004800,1101004800
201,1090519040,1101004800,1110882403,1110882403,1101004800,1101004800,1101004800,1101004800
202,1090519040,1101004800,1110840460,1110840460,1101004800,1101004800,1101004800,1101004800
203,1090519040,1101004800,1110798517,1110798517,1101004800,1101004800,1101004800,1101004800
204,1090519040,1101004800,1110756574,1110756574,1101004800,1101004800,1101004800,1101004800
205,1090519040,1101004800,1110714631,1110714631,1101004800,1101004800,1101004800,1101004800
206,1090519040,1101004800,1110672688,1110672688,1101004800,1101004800,1101004800,1101004800
207,1090519040,1101004800,1110630745,1110630745,1101004800,1101004800,1101004800,1101004800
208,1090519040,1101004800,1110588802,1110588802,1101004800,1101004800,1101004800,1101004800
209,1090519040,1101004800,1110546859,1110546859,1101004800,1101004800,1101004800,1101004800
210,1090519040,1101004800,1110504916,1110504916,1101004800,1101004800,1101004800,1101004800
211,1090519040,1101004800,1110462973,1110462973,1101004800,1101004800,1101004800,1101004800
212,1090519040,1101004800,1110421030,1110421030,1101004800,1101004800,1101004800,1101004800
213,1090519040,1101004800,1110379087,1110379087,1101004800,1101004800,1101004800,1101004800
214,1090519040,1101004800,1110337144,1110337144,1101004800,1101004800,1101004800,1101004800
215,1090519040,1101004800,1110295201,1110295201,1101004800,1101004800,1101004800,1101004800
216,1090519040,1101004800,1110253258,1110253258,1101004800,1101004800,1101004800,1101004800
217,1090519040,1101004800,1110211315,1110211315,1101004800,1101004800,1101004800,1101004800
218,1090519040,1101004800,1110169372,1110169372,1101004800,1101004800,1101004800,1101004800
219,1090519040,1101004800,1110127429,1110127429,1101004800,1101004800,1101004800,1101004800
220,1090519040,1101004800,1110085486,1110085486,1101004800,1101004800,1101004800,1101004800
221,1090519040,1101004800,1110043543,1110043543,1101004800,1101004800,1101004800,1101004800
222,1090519040,1101004800,1110001600,1110001600,1101004800,1101004800,1101004800,1101004800
223,1090519040,1101004800,1109959657,1109959657,1101004800,1101004800,1101004800,1101004800
224,1090519040,1101004800,1109917714,1109917714,1101004800,1101004800,1101004800,1101004800
225,1090519040,1101004800,1109875771,1109875771,1101004800,1101004800,1101004800,1101004800
226,1090519040,1101004800,1109833828,1109833828,1101004800,1101004800,1101004800,1101004800
227,1090519040,1101004800,1109791885,1109791885,1101004800,1101004800,1101004800,1101004800
228,1090519040,1101004800,1109749942,1109749942,1101004800,1101004800,1101004800,1101004800
229,1090519040,1101004800,1109707999,1109707999,1101004800,1101004800,1101004800,1101004800
230,1090519040,1101004800,1109666056,1109666056,1101004800,1101004800,1101004800,1101004800
231,1090519040,1101004800,1109624113,1109624113,1101004800,1101004800,1101004800,1101004800
232,1090519040,1101004800,1109582170,1109582170,1101004800,1101004800,1101004800,1101004800
233,1090519040,1101004800,1109540227,1109540227,1101004800,1101004800,1101004800,1101004800
234,1090519040,1101004800,1109498284,1109498284,1101004800,1101004800,1101004800,1101004800
235,1090519040,1101004800,1109456341,1109456341,1101004800,1101004800,1101004800,1101004800
236,1090519040,1101004800,1109414398,1109414398,1101004800,1101004800,1101004800,1101004800
237,1090519040,1101004800,1109372455,1109372455,1101004800,1101004800,1101004800,1101004800
238,1090519040,1101004800,1109330512,1109330512,1101004800,1101004800,1101004800,1101004800
239,1090519040,1101004800,1109288569,1109288569,1101004800,1101004800,1101004800,1101004800
240,1090519040,1101004800,1109246626,1109246626,1101004800,1101004800,1101004800,1101004800
241,1090519040,1101004800,1109204683,1109204683,1101004800,1101004800,1101004800,1101004800
242,1090519040,1101004800,1109162740,1109162740,1101004800,1101004800,1101004800,1101004800
243,1090519040,1101004800,1109120797,1109120797,1101004800,1101004800,1101004800,1101004800
244,1090519040,1101004800,1109078854,1109078854,1101004800,1101004800,1101004800,1101004800
245,1090519040,1101004800,1109036911,1109036911,1101004800,1101004800,1101004800,1101004800
246,1090519040,1101004800,1108994968,1108994968,1101004800,1101004800,1101004800,1101004800
247,1090519040,1101004800,1108953025,1108953025,1101004800,1101004800,1101004800,1101004800
248,1090519040,1101004800,1108911082,1108911082,1101004800,1101004800,1101004800,1101004800
249,1090519040,1101004800,1108869139,1108869139,1101004800,1101004800,1101004800,1101004800
250,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
251,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
252,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
253,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
254,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
255,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
256,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
257,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
258,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
259,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
260,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
261,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
262,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
263,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
264,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
265,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
266,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
267,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
268,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
269,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
270,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
271,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
272,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
273,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
274,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
275,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
276,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
277,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
278,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
279,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
280,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
281,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
282,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
283,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
284,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
285,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
286,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
287,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
288,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
289,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
290,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
291,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
292,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
293,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
294,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
295,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
296,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
297,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
298,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
299,0,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800,1101004800
#peek
idx,peek
0,1140457472
1,1140457472
2,1140457472
3,1140457472
4,1140457472
5,1140457472
6,1140457472
7,1140457472
#override
step,request_ms,pwm,scaled,out_pwm
0,-1,-1,3313106944,1145
1,-1,-1,3312492544,1158
2,-1,-1,3311878144,1172
3,-1,-1,3311263744,1185
4,-1,-1,3310649344,1198
5,20,1205,3310034944,1205
6,-1,-1,3309420544,1205
7,-1,-1,3308806144,1205
8,-1,-1,3308191744,1205
9,-1,-1,3307577344,1205
10,-1,-1,3306962944,1205
11,-1,-1,3306348544,1205
12,-1,-1,3305734144,1205
13,-1,-1,3305119744,1318
14,-1,-1,3303899136,1332
15,-1,-1,3302670336,1345
16,-1,-1,3301441536,1358
17,-1,-1,3300212736,1372
18,-1,-1,3298983936,1385
19,-1,-1,3297755136,1398
20,-1,-1,3296329728,1412
21,-1,-1,3293872128,1425
22,-1,-1,3291414528,1438
23,-1,-1,3288956928,1452
24,-1,-1,3284664320,1465
25,0,1225,3279552512,1478
26,-1,-1,3267887104,1492
27,-1,-1,1112014848,1504
28,-1,-1,1128792064,1517
29,-1,-1,1135542272,1531
30,-1,-1,1140457472,1544
31,-1,-1,1143111680,1557
32,-1,-1,1145569280,1571
33,-1,-1,1148026880,1584
34,-1,-1,1149861888,1597
35,1,1235,1151090688,1235
36,-1,-1,1152319488,1624
37,-1,-1,1153548288,1637
38,-1,-1,1154777088,1651
39,-1,-1,1156005888,1664
40,-1,-1,1157234688,1677
41,-1,-1,1158045696,1691
42,-1,-1,1158660096,1704
43,-1,-1,1159274496,1717
44,-1,-1,1159888896,1731
45,60000,1245,1160503296,1245
46,-1,-1,1161117696,1245
47,-1,-1,1161732096,1245
48,-1,-1,1162346496,1245
49,-1,-1,1162960896,1245
50,-1,-1,1163575296,1245
51,-1,-1,1164189696,1245
52,-1,-1,1164804096,1245
53,-1,-1,1165418496,1245
54,-1,-1,1166024704,1245
55,-1,-1,1166331904,1245
56,-1,-1,1166639104,1245
57,-1,-1,1166946304,1245
58,-1,-1,1167253504,1245
59,-1,-1,1167560704,1245
#setters
case,chan,reversed,servo_min,servo_trim,servo_max,out_pwm
0,6,0,1100,1500,1900,1500
0,7,1,1000,1500,2000,1500
1,6,0,1100,1500,1900,1100
1,7,1,1000,1500,2000,2000
2,6,0,1100,1500,1900,1900
2,7,1,1000,1500,2000,1000
3,6,0,1100,1500,1900,0
3,7,1,1000,1500,2000,0
4,6,0,1100,1500,1900,1500
4,7,1,1000,1500,2000,1500
5,6,0,1100,1234,1900,1500
5,7,1,1000,1234,2000,1500
6,6,0,1100,1100,1900,1500
6,7,1,1000,2000,2000,1500
7,6,0,1100,1100,1900,1100
7,7,1,1000,2000,2000,2000
8,6,0,1100,1100,1900,1100
8,7,1,1000,1000,2000,2000
9,6,0,1100,1100,1900,1100
9,7,1,1000,1000,2000,2000
#norm
idx,func,chan,reversed,servo_min,servo_trim,servo_max,scaled,pwm,norm
0,21,9,0,1100,1500,1900,-5000,1100,3212836864
1,21,9,0,1100,1500,1900,-4750,1100,3212836864
2,21,9,0,1100,1500,1900,-4500,1100,3212836864
3,21,9,0,1100,1500,1900,-4250,1123,3211872174
4,21,9,0,1100,1500,1900,-4000,1145,3210949427
5,21,9,0,1100,1500,1900,-3750,1167,3210026680
6,21,9,0,1100,1500,1900,-3500,1189,3209103933
7,21,9,0,1100,1500,1900,-3250,1212,3208139244
8,21,9,0,1100,1500,1900,-3000,1234,3207216497
9,21,9,0,1100,1500,1900,-2750,1256,3206293750
10,21,9,0,1100,1500,1900,-2500,1278,3205371003
11,21,9,0,1100,1500,1900,-2250,1300,3204448256
12,21,9,0,1100,1500,1900,-2000,1323,3202518876
13,21,9,0,1100,1500,1900,-1750,1345,3200673382
14,21,9,0,1100,1500,1900,-1500,1367,3198827889
15,21,9,0,1100,1500,1900,-1250,1389,3196982395
16,21,9,0,1100,1500,1900,-1000,1412,3194046382
17,21,9,0,1100,1500,1900,-750,1434,3190355395
18,21,9,0,1100,1500,1900,-500,1456,3185657774
19,21,9,0,1100,1500,1900,-250,1478,3177269166
20,21,9,0,1100,1500,1900,0,1500,0
21,21,9,0,1100,1500,1900,250,1522,1029785518
22,21,9,0,1100,1500,1900,500,1544,1038174126
